id,story,tradition,claim,type,confidence,source,location,status
C-420,17,Japan,"Motoori spent more than thirty years on a commentary on the Kojiki, and the Kokugaku movement preferred the Kojiki partly because it is less Chinese",SECONDARY SCHOLARSHIP,HIGH,standard Japanese intellectual history,—,
C-421,17,Japan,In the late nineteenth and twentieth centuries the imperial descent set out in these chapters was made the basis of a state ideology taught as history in Japanese schools,SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-422,17,Japan,"This is the only cosmogony in the book that separates its elements by density, with no maker and no violence",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-423,17,Japan,The Nihongi is the only source in this book that prints its variant beginnings unreconciled in the main text rather than in notes or appendices,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-424,17,Japan,Japan and Iran independently make the first failure a failure of speech order with a permanent diminishing consequence,EDITORIAL INTERPRETATION,—,—,—,"MARKED IN TEXT; the comparison is the book's, and no historical contact is claimed"
C-425,18,Orphic Greece,The Birds was produced at Athens in 414 BCE and its plot concerns two Athenians founding a city in the air to intercept sacrifices and starve the gods,PRIMARY SOURCE,HIGH,the play itself; standard classical scholarship,"the play, passim",
C-426,18,Orphic Greece,"The chorus addresses the audience as weak mortals, creatures of clay, whose life is but darkness, as unreal as a shadow",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 685-687,
C-427,18,Orphic Greece,"They promise to teach the nature of the birds and the origin of the gods, the rivers, Erebos and Chaos, and say even Prodicus will envy the audience its knowledge",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 688-692,
C-428,18,Orphic Greece,"At the beginning there was only Chaos, Night, dark Erebos and deep Tartarus, and Earth, the air and heaven had no existence",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 693-694,
C-429,18,Orphic Greece,Black-winged Night laid a germless egg in the bosom of the infinite deeps of Erebos,PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 695-696,
C-430,18,Orphic Greece,"After the revolution of long ages Eros sprang from it with glittering golden wings, swift as the whirlwinds of the tempest",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 696-697,
C-431,18,Orphic Greece,"Eros mated in deep Tartarus with dark Chaos, also winged, and hatched the race of birds, the first to see the light",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 698-699,
C-432,18,Orphic Greece,"The Immortals did not exist until Eros had brought together all the ingredients of the world, from whose marriage Heaven, Ocean, Earth and the blessed gods arose",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 700-702,
C-433,18,Orphic Greece,The birds conclude that their origin is much older than that of the dwellers in Olympus and that they are the offspring of Eros,PRIMARY SOURCE,HIGH,"Birds, parabasis",l. 703,
C-434,18,Orphic Greece,"They cite their wings and their assistance to lovers, and the winning over of reluctant youths by the gift of a quail, waterfowl, goose or cock",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 704-707,
C-435,18,Orphic Greece,"They claim to mark the seasons: the crane's migration signalling sowing, the hanging up of the tiller and Orestes' tunic; the kite signalling spring and shearing; the swallow signalling the sale of winter clothing",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 708-715,
C-436,18,Orphic Greece,"They offer themselves as Ammon, Delphi and Dodona — a replacement for the paid oracles",PRIMARY SOURCE,HIGH,"Birds, parabasis",ll. 716-722,
C-437,18,Orphic Greece,Hesiod's Theogony places Earth second among the primordials while this account denies Earth any existence at the beginning,PRIMARY SOURCE,HIGH,Theogony 116-122 against Birds 693-694,—,
C-438,18,Orphic Greece,"Aristophanes is the earliest surviving witness to a Greek cosmic egg, centuries earlier than Damascius and the other sources for Orphic theogony",SECONDARY SCHOLARSHIP,HIGH,standard classical scholarship,—,
C-439,18,Orphic Greece,How closely the parabasis tracks an actual Orphic poem is disputed,SECONDARY SCHOLARSHIP,HIGH,standard classical scholarship,—,FLAGGED — the source note states the dispute and does not settle it
C-440,18,Orphic Greece,"Night as the layer of the egg, the egg's germlessness, and a winged golden Eros emerging recur in later Orphic material",SECONDARY SCHOLARSHIP,MEDIUM,standard classical scholarship,—,
C-441,18,Orphic Greece,"Orphism was initiatory, possessed books attributed to Orpheus, and concerned the soul and its fate after death",SECONDARY SCHOLARSHIP,HIGH,standard classical scholarship,—,
C-442,18,Orphic Greece,"Plato refers to people going door to door with books of Orpheus, and Orphic gold tablets have been found in graves from southern Italy to Thessaly",SECONDARY SCHOLARSHIP,HIGH,"Plato, Republic 364e; archaeology",—,
C-443,18,Orphic Greece,"The play was produced during the Peloponnesian War, in the year after the Sicilian expedition sailed, following the mutilation of the herms and the recall and defection of Alcibiades, and it took second prize",SECONDARY SCHOLARSHIP,HIGH,standard classical history,—,
C-444,18,Orphic Greece,"A germless egg is a wind-egg, unfertilised, which by definition cannot hatch",SECONDARY SCHOLARSHIP,HIGH,the source's own word; standard usage,l. 695,
C-445,18,Orphic Greece,"A parody must resemble its target closely enough to be recognised, so the comedy is evidence that the doctrine was current in Athens in 414 BCE",EDITORIAL INTERPRETATION,—,—,—,"MARKED IN TEXT and in the source note; offered as reasoning, not as proof of the doctrine's content"
C-446,18,Orphic Greece,This is the only source in the book whose author was not attempting to preserve anything,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-447,18,Orphic Greece,"Greek tradition held at least two incompatible cosmogonies, one of which was well enough known in Athens to be worth parodying",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-448,18,Orphic Greece,This is the only cosmogony in the book that begins with a specified impossibility rather than with something holding potential,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-449,19,Vedic India,"Hiraṇyagarbha rose in the beginning, born only lord of all created beings, and fixed and holds up earth and heaven",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.1",verse 1,
C-450,19,Vedic India,Nine of the hymn's ten verses end with the refrain 'What god shall we adore with our oblation?',PRIMARY SOURCE,HIGH,"Griffith, RV X.121",verses 1-9,
C-451,19,Vedic India,"Griffith glosses hiraṇyagarbha as literally 'the gold-germ', source of golden light, and quotes Wallis calling it the nearest approach in the Ṛgveda to the later conception of Brahmā",SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 1,
C-452,19,Vedic India,"He gives vital breath, power and vigour, and all the gods acknowledge his commandments",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.2",verse 2,
C-453,19,Vedic India,His shade is death and his lustre makes immortal,PRIMARY SOURCE,HIGH,"Griffith, RV X.121.2",verse 2,
C-454,19,Vedic India,"He is sole ruler of the moving world that breathes and slumbers, and lord of men and cattle — literally of biped and quadruped",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.3 and his note",verse 3,
C-455,19,Vedic India,"The snow-covered mountains are his, men call sea and Rasā his possession, and 'his arms are these, his are these heavenly regions'",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.4",verse 4,
C-456,19,Vedic India,Griffith glosses 'sea' here as air and Rasā as the mythical river of the firmament,SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 4,
C-457,19,Vedic India,"By him the heavens are strong and earth steadfast, light's realm and the sky-vault supported, and the regions in mid-air measured",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.5",verse 5,
C-458,19,Vedic India,"Two embattled armies, supported by his help, look to him trembling in spirit while the risen sun shines over them",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.6",verse 6,
C-459,19,Vedic India,"When the mighty waters came containing the universal germ and producing Agni, the gods' one spirit sprang into being",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.7",verse 7,Griffith notes that 'one' in the text gives two superfluous syllables and is suspicious
C-460,19,Vedic India,"He surveyed the floods containing productive force and generating Worship, and is the god of gods with none beside him",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.8",verse 8,
C-461,19,Vedic India,"The ninth verse asks that he never harm us, naming him earth's begetter, the heavens' creator and the bringer-forth of the great and lucid waters",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.9",verse 9,
C-462,19,Vedic India,"The tenth verse names Prajāpati, says none but he comprehends all created things, and asks for the heart's desire and store of riches",PRIMARY SOURCE,HIGH,"Griffith, RV X.121.10",verse 10,
C-463,19,Vedic India,"Verse 10 is almost certainly a later addition, differing in voice and supplying the name and a request for wealth",SECONDARY SCHOLARSHIP,HIGH,"standard Vedic scholarship; NOT stated by Griffith, who prints it without comment",—,FLAGGED IN THE SOURCE NOTE as scholarship rather than something the source says
C-464,19,Vedic India,"Ka, 'who', was applied as a name to Prajāpati and other gods from what Griffith calls a forced interpretation of the interrogative pronoun in the refrain",SECONDARY SCHOLARSHIP,HIGH,Griffith's headnote,headnote to hymn CXXI,
C-465,19,Vedic India,Some translators render the refrain not as a question but as 'Worship we Ka the god with our oblation',SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 1,
C-466,19,Vedic India,"Vedic offerings were addressed to named gods in prescribed formulas, and most Ṛgvedic hymns declare their addressee",SECONDARY SCHOLARSHIP,HIGH,standard Indology,—,
C-467,19,Vedic India,"X.121, X.129 and X.90 all belong to the tenth and youngest book of the Ṛgveda",SECONDARY SCHOLARSHIP,HIGH,standard Indology,—,
C-468,19,Vedic India,The single unnamed power of this hymn anticipates the Upaniṣadic conception of Brahman,SECONDARY SCHOLARSHIP,HIGH,"Wallis, quoted by Griffith; standard Indology",note to verse 1,
C-469,19,Vedic India,"Garbha means womb, embryo or germ rather than egg; the literal golden egg belongs to later Brāhmaṇa literature and is not in this hymn",SECONDARY SCHOLARSHIP,HIGH,standard Indology,—,Stated in the source note because the story sits in the part called From an Egg
C-470,19,Vedic India,A hymn that refused nine times to name its god was later read so that the refusal itself became the god's name,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT; the underlying fact is Griffith's headnote
C-471,19,Vedic India,"The Nāsadīya doubts that anyone knows, while X.121 is certain of the being and withholds only the name",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-472,19,Vedic India,"This is the only account in the book in which death is neither punishment, damage nor mistake but the shadow cast by the same thing that confers immortality",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-473,20,Polynesia · Society Islands,"The chant opens 'He existed. Taaroa was his name' and states there was no earth, no sky, no sea and no man",PRIMARY SOURCE,HIGH,Dixon 1916,p. 11,Primary in the sense of a recorded chant; no reciter is named in the source
C-474,20,Polynesia · Society Islands,"'Taaroa calls, but nothing answers'",PRIMARY SOURCE,HIGH,Dixon 1916,p. 11,
C-475,20,Polynesia · Society Islands,"'Existing alone, he became the universe'",PRIMARY SOURCE,HIGH,Dixon 1916,p. 11,
C-476,20,Polynesia · Society Islands,"The chant identifies Ta'aroa with the root and rocks, the sands, the light, the within, the germ, the support, endurance and wisdom",PRIMARY SOURCE,HIGH,Dixon 1916,pp. 11-12,
C-477,20,Polynesia · Society Islands,"He erected the land of Havai'i, great and sacred, as a body or shell for Ta'aroa",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-478,20,Polynesia · Society Islands,"The chant turns to imperatives, summoning foundations, rocks and sands and commanding 'Press, press again'",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-479,20,Polynesia · Society Islands,It reports in the present tense that 'They do not unite',PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-480,20,Polynesia · Society Islands,"It commands the seven heavens to be stretched out and ignorance, darkness, immobility and the period of messengers to cease, declaring 'It is the time of the speaker'",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-481,20,Polynesia · Society Islands,"It closes with the foundations, rocks and sands completed, the heavens enclosing and raised, and the land of Havai'i finished in the depths",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-482,20,Polynesia · Society Islands,"In a second version Ta'aroa's origin is not described and he embraces a rock, the imagined foundation of all things, which afterward brought forth the earth and sea",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-483,20,Polynesia · Society Islands,"The heralds of day, the dark and light blue sky, solicited a soul for the inanimate universe and Ta'aroa replied 'It is done'",PRIMARY SOURCE,HIGH,Dixon 1916,p. 12,
C-484,20,Polynesia · Society Islands,"Ra'i-tubu the Sky-producer looked into the heavens, at the unformed mass and into the abyss, and each received the power to bring forth its own contents",PRIMARY SOURCE,HIGH,Dixon 1916,pp. 12-13,
C-485,20,Polynesia · Society Islands,"A Society Islands fragment states that in the beginning Ta'aroa existed in an egg, in darkness, from which he later burst forth",PRIMARY SOURCE,HIGH,Dixon 1916,p. 20,
C-486,20,Polynesia · Society Islands,"Dixon records the equivalence of Ta'aroa, Tanaoa, Tangaroa, Tangaloa and Kanaloa across Polynesia",SECONDARY SCHOLARSHIP,HIGH,Dixon 1916,p. 11,
C-487,20,Polynesia · Society Islands,"In the Society Islands and the Marquesas this deity is the origin of the universe and all the gods, while in New Zealand Tangaroa is one god among several with the sea as his sphere",SECONDARY SCHOLARSHIP,HIGH,Dixon 1916; standard Polynesian scholarship,pp. 10-11,
C-488,20,Polynesia · Society Islands,"Havai'i in the chant is the old name of Ra'iātea, not the Hawaiian Islands; the name recurs across Polynesia as Hawaiki, Havaiki and Savai'i",SECONDARY SCHOLARSHIP,HIGH,standard Polynesian scholarship; NOT noted by Dixon,—,FLAGGED IN THE SOURCE NOTE because the source prints 'Hawaii' without comment and the spelling invites confusion
C-489,20,Polynesia · Society Islands,Taputapuātea on Ra'iātea was the ceremonial centre of the Society group and of a wider Polynesian network,SECONDARY SCHOLARSHIP,HIGH,standard Polynesian scholarship,—,
C-490,20,Polynesia · Society Islands,The London Missionary Society landed in Tahiti in 1797 and within a generation the traditional religion had been dismantled under a Christianised monarchy,SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-491,20,Polynesia · Society Islands,"Tahitian cosmological material was recorded chiefly during and after that dismantling, largely by the people who helped bring it about",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-492,20,Polynesia · Society Islands,Dixon names no reciter and no recorder for these chants and cites by footnote number to works not inspected for this edition,PRIMARY SOURCE,HIGH,Dixon 1916,pp. 11-13,
C-493,20,Polynesia · Society Islands,The world here is not what the god came out of but what he is inside; the shell is worn rather than discarded,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-494,20,Polynesia · Society Islands,Ta'aroa is a substance where Hiraṇyagarbha is a sovereign,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-495,20,Polynesia · Society Islands,"This is the only text in the book that claims to be performing the creation at the moment of recitation, reporting both its failure and its completion",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-496,21,Ancient Egypt · Memphis,Ptah was the master craftsman of the gods and his temple was at Memphis,SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,p. 43,
C-497,21,Ancient Egypt · Memphis,"The Memphite ennead consisted of a primeval Ptah and eight emanations or manifestations of himself, and the use of an ennead betrays Heliopolitan influence",SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,pp. 43-44,
C-498,21,Ancient Egypt · Memphis,"One member of the Memphite ennead is named Ptah the Great, with the appended explanation that he is the heart and tongue of the ennead",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 44,
C-499,21,Ancient Egypt · Memphis,"That heart and tongue are identified with Atum, who accomplishes all things through them",PRIMARY SOURCE,HIGH,Breasted 1912,p. 44,
C-500,21,Ancient Egypt · Memphis,The Egyptians used 'heart' as the seat of the mind and possessed no word for mind,SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,p. 44,
C-501,21,Ancient Egypt · Memphis,"From Ptah proceeded the power of mind and tongue, the controlling power in all gods, men, animals and reptiles",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 44,Breasted flags the verb rendered 'thinking' as questionable
C-502,21,Ancient Egypt · Memphis,"When the eyes see, the ears hear and the nose breathes they transmit to the heart; the heart brings forth every issue and the tongue repeats the thought of the heart",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",pp. 44-45,
C-503,21,Ancient Egypt · Memphis,"He fashioned all gods, even Atum and his ennead, and every divine word came into existence by the thought of the heart and the commandment of the tongue",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 45,Breasted notes heart and tongue share a gender in Egyptian so the pronoun may refer to either
C-504,21,Ancient Egypt · Memphis,"He made the kas and created the qualities, all food and offerings by this word, that which is loved and that which is hated, and gave life to the peaceful and death to the guilty",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 45,
C-505,21,Ancient Egypt · Memphis,"The qualities are might, radiance, prosperity, victory, wealth, plenty, augustness, readiness, making, intelligence, adornment, stability, obedience and nourishment",SECONDARY SCHOLARSHIP,HIGH,"Breasted's footnote, following Brugsch",p. 45 n.2,
C-506,21,Ancient Egypt · Memphis,"He made every work and handicraft the hands make, the going of the feet and the movement of every limb, through the thought of the heart that came forth from the tongue",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 45,
C-507,21,Ancient Egypt · Memphis,"Atum stated that Ptah-Tatenen is the fashioner of the gods from whom all things went forth, Thoth perceived his strength greater than all gods, and then Ptah was satisfied",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 45,
C-508,21,Ancient Egypt · Memphis,"He made the cities, settled the nomes, installed the gods in their holy places and made likenesses of their bodies, and the gods then entered into bodies of every wood and every stone and every metal",PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 46,
C-509,21,Ancient Egypt · Memphis,He assembled the gods and their kas and told them to take possession of the storehouse of Ptah-Tatenen whence the Life of the Two Lands is furnished,PRIMARY SOURCE,HIGH,"Breasted 1912, translating the stela",p. 46,
C-510,21,Ancient Egypt · Memphis,"The document survives on British Museum Stela No. 797, acquired in 1805, which had previously been used as a nether millstone that abraded the inscription",SECONDARY SCHOLARSHIP,HIGH,Breasted's footnote,p. 46 n.1,
C-511,21,Ancient Egypt · Memphis,"Sharpe published an early copy and, because the signs face the end of the line, numbered the vertical lines backwards; Bryant and Read did the same in 1901; Breasted established the correct direction and published a facsimile",SECONDARY SCHOLARSHIP,HIGH,Breasted's footnote,p. 46 n.1,
C-512,21,Ancient Egypt · Memphis,"Breasted warns that the signs are very faint, that reading is excessively difficult in worn places, and that better light than a museum gallery would recover more",PRIMARY SOURCE,HIGH,"Breasted's footnote, quoting himself",p. 46 n.1,
C-513,21,Ancient Egypt · Memphis,Breasted dated the original papyrus behind the stone to at least the Eighteenth Dynasty and treated the theology as belonging to the Pyramid Age,SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,"pp. 43, 46 n.1",Reported as his view and explicitly not adopted
C-514,21,Ancient Egypt · Memphis,"The stone was inscribed under Shabaka around 700 BCE, and whether the text it copies is genuinely Old Kingdom or an archaising composition of that period has been debated, with opinion moving toward the later date since 1912",SECONDARY SCHOLARSHIP,HIGH,modern Egyptology,—,
C-515,21,Ancient Egypt · Memphis,This is the oldest surviving statement that the world was made by thought and speech,EDITORIAL INTERPRETATION,—,—,—,"MARKED — qualified in the source note: the claim is about the idea as we have it, and the date of the underlying composition is disputed"
C-516,21,Ancient Egypt · Memphis,Breasted compares the document to Genesis 'And God said' and asks whether it is the primeval germ of the Alexandrian Logos doctrine,SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,p. 47,Reported as his question and not answered by this book
C-517,21,Ancient Egypt · Memphis,Breasted states that the world Ptah brought forth was merely the Egyptian Nile valley and that the world-idea was not yet born,SECONDARY SCHOLARSHIP,HIGH,Breasted 1912,p. 47,
C-518,21,Ancient Egypt · Memphis,"The Memphite document absorbs the rival Heliopolitan creator rather than refuting him, which no other tradition in the book attempts",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-519,21,Ancient Egypt · Memphis,Babylon's word assigns function to what exists while the Memphite word brings into existence,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-520,21,Ancient Egypt · Memphis,"This is the only cosmogony in the book explained by analogy with human cognition rather than with a craft, a birth or a fight",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-521,22,K'iche' Maya,"The chapter opens by denying the existence of man, animal, bird, fish, wood, stone, bog, ravine, vegetation and marsh, leaving only the sky",PRIMARY SOURCE,MEDIUM,"Alexander 1920, Popol Vuh ch. 1",p. 160,Three translation steps from the K'iche'; flagged in the source note
C-522,22,K'iche' Maya,"Nothing was formed into a body, nothing joined to another thing, naught held itself poised, there was not a rustle nor a sound, and naught stood upright",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 160,
C-523,22,K'iche' Maya,"Alone were the Creator and Maker, Tepeu the Lord and Gucumatz the Plumed Serpent, upon the waters like a growing light",PRIMARY SOURCE,MEDIUM,Alexander 1920,pp. 160-161,
C-524,22,K'iche' Maya,"They are enveloped in green and azure, whence the name Gucumatz",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-525,22,K'iche' Maya,The Heart of the Sky is named as God names himself,PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-526,22,K'iche' Maya,"The word came to Tepeu and Gucumatz in the shadows and the night and spoke with them, and they consulted and joined their words and counsels",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-527,22,K'iche' Maya,Light came while they consulted together,PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-528,22,K'iche' Maya,"Hurakan's three signs are the Lightning, the Streak of Lightning and the Thunderbolt, and these three are the Heart of the Sky",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-529,22,K'iche' Maya,"They held counsel on how seed should be formed, how light should be produced, and how the sustainer and nourisher of all",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-530,22,K'iche' Maya,"They stated that they would receive neither glory nor honour from what they had created until human beings existed, endowed with sentience",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-531,22,K'iche' Maya,"'Earth,' they said, and immediately it was formed",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 161,
C-532,22,K'iche' Maya,"The formation was like a fog or a cloud, and the mountains appeared upon the waters like great lobsters, instantly grown with cypress and pine",PRIMARY SOURCE,MEDIUM,Alexander 1920,pp. 161-162,FLAGGED — the lobster image is Brasseur's rendering carried into English; later translators from the K'iche' differ
C-533,22,K'iche' Maya,"Gucumatz was filled with joy and welcomed the Heart of the Sky, Hurakan, the Streak of Lightning and the Thunderbolt",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 162,
C-534,22,K'iche' Maya,The reply was that what they had created and shaped will have its end,PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 162,
C-535,22,K'iche' Maya,"The course of the waters was divided, the rivulets running serpentine among the mountains",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 162,
C-536,22,K'iche' Maya,"Those who did it are called the Heart of the Sky and the Heart of the Earth, who first made fruitful the heaven and the earth while suspended in the midst of the waters",PRIMARY SOURCE,MEDIUM,Alexander 1920,p. 162,
C-537,22,K'iche' Maya,The Popol Vuh was written in K'iche' in the Roman alphabet in the mid-sixteenth century by authors who do not name themselves,SECONDARY SCHOLARSHIP,HIGH,standard Mesoamerican scholarship,—,
C-538,22,K'iche' Maya,"Francisco Ximénez, a Dominican, copied the K'iche' and set a Spanish translation beside it around 1701 at Chichicastenango",SECONDARY SCHOLARSHIP,HIGH,standard scholarship,—,
C-539,22,K'iche' Maya,Brasseur de Bourbourg published the K'iche' text with a French translation in 1861 as the first volume of a collection of documents in indigenous languages,PRIMARY SOURCE,HIGH,"the volume's own title page, held for this edition",title page,
C-540,22,K'iche' Maya,"Alexander's English is translated from Brasseur's French, verified by comparing the Hurakan passage in both texts",PRIMARY SOURCE,HIGH,Alexander 1920 against Brasseur 1861,Alexander p. 161; Brasseur at the Hurakan passage,Verification performed for this edition and described in the source note
C-541,22,K'iche' Maya,Brasseur also wrote theories connecting Mesoamerica to Atlantis,SECONDARY SCHOLARSHIP,HIGH,standard history of scholarship,—,Reported; his interpretations are not used
C-542,22,K'iche' Maya,"The K'iche' are the largest Maya group in Guatemala today, numbering over a million, and Maya communities were the principal victims of the Guatemalan civil war",SECONDARY SCHOLARSHIP,HIGH,standard reference,—,
C-543,22,K'iche' Maya,"This creation is the only unmixed moment of joy in the collection, and the announcement of the world's end arrives in the same breath",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-544,22,K'iche' Maya,Memphis makes the word an organ the god owns; here the word is a third party that arrives and confers,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-545,22,K'iche' Maya,"Mexica and K'iche' both state the god-human relationship as transactional but in different currencies, blood and praise",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-546,23,Inca · Tawantinsuyu,Everything was destroyed in the flood called unu pachacuti,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 32,
C-547,23,Inca · Tawantinsuyu,Markham glosses unu pachacuti as the world overturned by water and calls it probably a word coined by the priests after putting leading questions about a universal deluge,SECONDARY SCHOLARSHIP,HIGH,Markham's footnote,p. 32 n.1,FLAGGED — the translator warning that a central term may be an artefact of the interrogation
C-548,23,Inca · Tawantinsuyu,"Viracocha preserved three men, one named Taguapaca, to help him create new people in the second age",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 32,
C-549,23,Inca · Tawantinsuyu,"He determined to people the land a second time and, to make it more perfect, decided to create luminaries to give it light",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 32,
C-550,23,Inca · Tawantinsuyu,"He went to the island of Titicaca, meaning the rock of lead, in a great lake in the Collao",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,pp. 32-33,
C-551,23,Inca · Tawantinsuyu,"He ordered the sun, moon and stars to come forth and be set in the heavens, and it was so",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 33,
C-552,23,Inca · Tawantinsuyu,"The moon was created brighter than the sun, which made the sun jealous as they rose, so the sun threw a handful of ashes over the moon's face, giving it its shaded colour",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 33,
C-553,23,Inca · Tawantinsuyu,"Taguapaca disobeyed; Viracocha had him tied hand and foot and launched on a balsa, and he was carried down the drain of the lake blaspheming and threatening vengeance",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 33,
C-554,23,Inca · Tawantinsuyu,Viracocha made a sacred idol on the island as a place of worship and a sign of what he had created there,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 33,
C-555,23,Inca · Tawantinsuyu,At Tiahuanaco he sculptured and designed on a great piece of stone all the nations he intended to create,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
C-556,23,Inca · Tawantinsuyu,He ordered his two servants to charge their memories with the names of all the tribes depicted and of the valleys and provinces where they were to come forth,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
C-557,23,Inca · Tawantinsuyu,"One servant went by the coastal range above the South Sea, the other by the heights overlooking the Andes, and Viracocha took the road between them",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
C-558,23,Inca · Tawantinsuyu,"They called aloud: 'Oh you tribes and nations, hear and obey the order of Ticci Viracocha Pachayachachi, which commands you to go forth, and multiply and settle the land'",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
C-559,23,Inca · Tawantinsuyu,"At the sound of his voice every place obeyed and people came forth from lakes, fountains, valleys, caves, trees, rocks and hills, spreading over the land to form the nations now in Peru",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
C-560,23,Inca · Tawantinsuyu,"A variant holds that the creation was made at Titicaca, where shapes of large strong men seemed out of proportion and were remade at the creator's own stature, the average height of men, and given life",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VII,p. 34,
